District ID,2012,2014,2016,2018,2020,2022,2024,2026,2028,2030
80,9447.0,6101.142857142857,7583.0,8442.166666666666,8560.88492063492,7448.0,7416.565952380952,7265.2018047619085,7102.210422512749,6993.8439078571
81,10002.0,5045.285714285715,7046.5,6788.166666666667,7642.658730158729,5122.142857142857,5865.320714285713,5622.673008163262,5244.842070021677,4978.846519900737
82,8408.0,4773.142857142857,5626.0,6268.166666666667,6592.7182539682535,4765.142857142857,4536.855476190475,4578.852960204079,4261.894257422615,4183.955562311517
83,9332.0,6138.428571428572,6971.0,8207.333333333334,8141.626984126985,6967.571428571428,7336.696904761905,7113.782210204081,6883.108271869893,6675.172750154567
84,8514.0,5172.571428571428,5515.0,6664.166666666667,6645.956349206349,5243.142857142857,5325.191904761902,4913.5757795918325,4539.987372739364,4457.453946632303
85,9451.0,6270.285714285715,8841.5,9554.333333333334,9650.853174603175,9259.42857142857,8489.236904761894,8215.085357482982,7944.250980706213,7743.363477422657
86,9877.0,6502.142857142857,9271.0,9716.0,10001.52380952381,9228.42857142857,8691.753809523796,8454.67626768706,8292.17582218708,8130.9507103482065
87,7967.0,4956.714285714285,5458.5,6157.833333333333,6312.507936507936,4775.714285714285,4240.685238095236,4190.09067312925,4039.4050952631806,3975.523157877431
88,6674.0,3715.714285714286,3828.0,4663.833333333333,4701.257936507936,3303.8571428571427,3021.621190476191,2892.591198979593,2832.646540056549,2781.0981110817474
89,11634.0,6733.857142857143,10441.0,10244.0,10674.47619047619,8846.142857142857,8876.69238095237,8758.684030952372,8632.513050610121,8441.492392326852
90,13154.0,8493.57142857143,12577.5,12388.333333333334,12400.734126984127,11437.285714285714,10743.326190476184,10230.107353401358,9796.250784304842,9466.143680679024
91,8024.0,5180.571428571428,6032.0,7377.833333333333,7251.06746031746,6423.714285714285,6214.054761904758,5935.064046258502,5752.664938941748,5541.116923006175
92,7783.0,4791.857142857143,5552.0,6371.833333333333,6466.7817460317465,5104.0,4403.669047619046,4306.305029931971,4215.45780349362,4140.9934072399465
93,7236.0,4440.428571428572,6399.0,6963.333333333333,7133.460317460318,6247.0,6566.858809523807,5895.434246258504,5701.981263818023,5466.720684228885
94,8626.0,5051.571428571428,6680.5,7095.0,7506.345238095238,5905.142857142857,5972.656666666665,5776.228599659859,5497.880191595232,5242.193553920265
95,7766.0,4028.5714285714284,4778.5,5446.0,5584.178571428572,3636.8571428571427,3442.720238095238,3253.68911394558,3091.0867999306984,2991.6254697000786
96,8373.0,4047.714285714286,5663.0,5575.333333333333,6234.174603174603,3957.0,3905.445476190475,3881.443768027211,3601.5176800591003,3349.560065076805
97,10612.0,5649.714285714285,7898.0,7204.5,8252.70238095238,5621.714285714285,6775.716904761903,6403.47343333333,6020.803912214707,5993.039849684366
98,10044.0,4979.714285714285,6744.0,6163.166666666667,7218.980158730159,4397.142857142857,5309.762857142855,5303.923773809521,4926.267096312493,4698.083236561547
99,10348.0,5747.285714285715,6774.5,6961.166666666667,7568.658730158729,5006.428571428572,5722.774285714285,5714.1985044217645,5302.296156617764,4981.884703155472
100,10054.0,4919.0,5987.5,6186.833333333333,6732.722222222223,4230.285714285715,5057.355238095238,4809.306297619043,4510.97925007185,4446.435392857658
